order_id,date,region,store_id,category,product,units,unit_price,revenue,customer_segment,channel,seasonal_factor
ORD-00505602,2022-08-26,Region 48,357,Grocery,Milk Powder,5,25.41,127.05,SMB,Online Store,1.0
ORD-00568760,2022-08-27,Region 19,354,Beauty,Moisturizer,8,27.81,222.48,Enterprise,Online Store,1.0
ORD-00145154,2022-08-27,Region 36,553,Beauty,Moisturizer,13,35.38,459.94,Enterprise,Wholesale,1.0
ORD-00261725,2022-08-27,Region 13,363,Beauty,Lipstick,17,39.52,671.84,Wholesale,Wholesale,1.0
ORD-00865181,2022-08-27,Region 04,527,Grocery,Cooking Oil,19,16.31,309.89,Enterprise,Wholesale,1.0
ORD-00213061,2022-08-27,Region 30,418,Books,Textbook,20,34.84,696.8,Enterprise,Retail,1.0
ORD-00526704,2022-08-27,Region 47,28,Books,Cookbook,5,29.44,147.2,Retail,Wholesale,1.0
ORD-00331373,2022-08-27,Region 33,194,Home,Sofa,14,180.81,2531.34,Wholesale,Retail,1.0
ORD-00165817,2022-08-28,Region 42,548,Sports,Treadmill,6,63.73,382.38,Wholesale,Online Store,1.0
ORD-00971148,2022-08-28,Region 07,316,Beauty,Moisturizer,3,45.37,136.11,SMB,Online Store,1.0
ORD-00737055,2022-08-29,Region 29,513,Grocery,Rice,12,23.07,276.84,SMB,Online Store,1.0
ORD-00973660,2022-08-29,Region 55,133,Apparel,Jeans,20,78.99,1579.8,Wholesale,Wholesale,1.0
ORD-00028227,2022-08-30,Region 38,454,Home,Sofa,3,190.32,570.96,SMB,Wholesale,1.0
ORD-00274843,2022-08-30,Region 44,8,Beauty,Shampoo,13,43.11,560.43,Wholesale,Retail,1.0
ORD-00783302,2022-08-31,Region 23,23,Grocery,Rice,13,25.5,331.5,Wholesale,Retail,1.0
ORD-00403935,2022-08-31,Region 49,222,Home,Blender,14,153.75,2152.5,Retail,Retail,1.0
ORD-00094122,2022-08-31,Region 41,419,Home,Lamp,18,171.59,3088.62,Retail,Online Store,1.0
ORD-00648194,2022-08-31,Region 07,194,Books,Textbook,6,17.54,105.24,Wholesale,Retail,1.0
ORD-00233567,2022-08-31,Region 34,523,Beauty,Lipstick,5,48.28,241.4,Wholesale,Retail,1.0
ORD-00973506,2022-09-01,Region 08,557,Sports,Dumbbells,5,82.17,410.85,Wholesale,Online Store,1.0
ORD-00818488,2022-09-01,Region 10,423,Electronics,Smartphone,5,501.4,2507.0,Wholesale,Retail,1.0
ORD-00602844,2022-09-01,Region 30,178,Electronics,Headphones,15,561.49,8422.35,Wholesale,Online Store,1.0
ORD-00415116,2022-09-01,Region 44,399,Electronics,Tablet,16,674.2,10787.2,SMB,Online Store,1.0
ORD-00450102,2022-09-01,Region 03,590,Sports,Yoga Mat,6,111.75,670.5,SMB,Retail,1.0
ORD-00385539,2022-09-02,Region 41,154,Apparel,Jacket,18,47.02,846.36,Enterprise,Online Store,1.0
ORD-00601237,2022-09-02,Region 46,316,Grocery,Coffee,7,26.66,186.62,Retail,Wholesale,1.0
ORD-00438318,2022-09-02,Region 51,568,Electronics,Smartphone,5,572.89,2864.45,Enterprise,Retail,1.0
ORD-00137455,2022-09-02,Region 27,580,Home,Sofa,4,168.47,673.88,Retail,Retail,1.0
ORD-00236128,2022-09-03,Region 47,483,Sports,Treadmill,19,74.02,1406.38,Enterprise,Online Store,1.0
ORD-00492985,2022-09-03,Region 17,115,Books,Journal,9,31.85,286.65,SMB,Online Store,1.0
ORD-00055716,2022-09-03,Region 08,133,Home,Curtains,4,143.74,574.96,Wholesale,Online Store,1.0
ORD-00019609,2022-09-03,Region 15,566,Sports,Dumbbells,6,92.01,552.06,SMB,Online Store,1.0
ORD-00107890,2022-09-04,Region 10,546,Home,Sofa,10,116.92,1169.2,Enterprise,Wholesale,1.0
ORD-00247966,2022-09-04,Region 10,353,Home,Lamp,18,203.0,3654.0,Wholesale,Wholesale,1.0
ORD-00791640,2022-09-04,Region 44,277,Grocery,Rice,9,25.1,225.9,Retail,Wholesale,1.0
ORD-00413927,2022-09-04,Region 35,415,Home,Blender,14,181.62,2542.68,Enterprise,Retail,1.0
ORD-00661039,2022-09-05,Region 15,572,Apparel,T-Shirt,16,73.89,1182.24,SMB,Online Store,1.0
ORD-00049198,2022-09-05,Region 49,562,Toys,Board Game,19,35.39,672.41,Enterprise,Wholesale,1.0
ORD-00613139,2022-09-05,Region 21,193,Home,Blender,4,192.96,771.84,Wholesale,Online Store,1.0
ORD-00275370,2022-09-05,Region 49,124,Beauty,Shampoo,17,41.43,704.31,SMB,Retail,1.0
ORD-00355088,2022-09-05,Region 19,545,Books,Novel,11,22.26,244.86,SMB,Retail,1.0
ORD-00664978,2022-09-05,Region 39,383,Beauty,Moisturizer,17,40.8,693.6,SMB,Retail,1.0
ORD-00355000,2022-09-06,Region 52,472,Grocery,Coffee,4,19.71,78.84,Enterprise,Retail,1.0
ORD-00904782,2022-09-06,Region 07,371,Grocery,Cooking Oil,9,26.39,237.51,Enterprise,Online Store,1.0
ORD-00494452,2022-09-06,Region 07,130,Home,Lamp,17,184.74,3140.58,Wholesale,Online Store,1.0
ORD-00902486,2022-09-06,Region 24,271,Apparel,Jeans,9,47.35,426.15,Enterprise,Retail,1.0
ORD-00815746,2022-09-07,Region 27,490,Books,Textbook,11,31.98,351.78,Enterprise,Wholesale,1.0
ORD-00667830,2022-09-07,Region 10,361,Apparel,Jacket,14,72.65,1017.1,Retail,Wholesale,1.0
ORD-00591222,2022-09-07,Region 07,228,Beauty,Lipstick,1,48.27,48.27,Wholesale,Retail,1.0
ORD-00980777,2022-09-07,Region 31,131,Sports,Dumbbells,17,96.84,1646.28,SMB,Wholesale,1.0
ORD-00581477,2022-09-08,Region 12,312,Home,Blender,18,170.48,3068.64,Wholesale,Retail,1.0
ORD-00511307,2022-09-08,Region 30,127,Grocery,Milk Powder,1,22.03,22.03,Wholesale,Retail,1.0
ORD-00565422,2022-09-08,Region 19,112,Grocery,Cooking Oil,11,14.77,162.47,Wholesale,Online Store,1.0
ORD-00997807,2022-09-08,Region 36,92,Sports,Dumbbells,18,72.59,1306.62,SMB,Wholesale,1.0
ORD-00201847,2022-09-08,Region 47,307,Beauty,Moisturizer,12,30.94,371.28,Enterprise,Retail,1.0
ORD-00498382,2022-09-08,Region 55,334,Books,Textbook,1,28.45,28.45,Retail,Online Store,1.0
ORD-00502498,2022-09-08,Region 54,145,Books,Journal,18,28.42,511.56,Retail,Online Store,1.0
ORD-00529664,2022-09-09,Region 46,402,Grocery,Rice,3,18.38,55.14,SMB,Online Store,1.0
ORD-00378406,2022-09-09,Region 34,354,Books,Textbook,15,28.56,428.4,Retail,Wholesale,1.0
ORD-00299974,2022-09-09,Region 35,419,Grocery,Milk Powder,20,17.79,355.8,Retail,Online Store,1.0
ORD-00980753,2022-09-09,Region 21,500,Home,Blender,20,111.95,2239.0,SMB,Online Store,1.0
ORD-00786182,2022-09-10,Region 30,309,Beauty,Serum,1,39.94,39.94,Enterprise,Retail,1.0
ORD-00008658,2022-09-10,Region 08,399,Sports,Yoga Mat,17,80.59,1370.03,SMB,Wholesale,1.0
ORD-00049623,2022-09-10,Region 05,207,Toys,Board Game,6,50.07,300.42,Retail,Wholesale,1.0
ORD-00182395,2022-09-10,Region 32,539,Apparel,Jeans,16,57.67,922.72,SMB,Wholesale,1.0
ORD-00890788,2022-09-11,Region 38,461,Apparel,Jacket,4,43.6,174.4,Enterprise,Online Store,1.0
ORD-00907083,2022-09-12,Region 14,61,Sports,Yoga Mat,9,107.4,966.6,SMB,Wholesale,1.0
ORD-00247505,2022-09-12,Region 37,462,Apparel,T-Shirt,2,73.17,146.34,SMB,Online Store,1.0
ORD-00031741,2022-09-12,Region 13,495,Electronics,Laptop,10,445.1,4451.0,Enterprise,Online Store,1.0
ORD-00205957,2022-09-13,Region 51,595,Grocery,Coffee,14,20.1,281.4,Retail,Online Store,1.0
ORD-00678060,2022-09-13,Region 11,437,Books,Textbook,14,17.84,249.76,Retail,Online Store,1.0
ORD-00945880,2022-09-13,Region 08,316,Home,Sofa,15,138.53,2077.95,Retail,Retail,1.0
ORD-00443467,2022-09-13,Region 54,490,Home,Curtains,6,131.59,789.54,SMB,Wholesale,1.0
ORD-00330268,2022-09-13,Region 34,252,Apparel,Jacket,2,77.11,154.22,Enterprise,Online Store,1.0
ORD-00200078,2022-09-13,Region 33,117,Grocery,Cooking Oil,1,21.01,21.01,SMB,Retail,1.0
ORD-00916539,2022-09-14,Region 26,74,Beauty,Serum,1,43.84,43.84,Wholesale,Retail,1.0
ORD-00637812,2022-09-15,Region 12,153,Beauty,Shampoo,4,47.62,190.48,Enterprise,Wholesale,1.0
ORD-00195699,2022-09-15,Region 45,250,Apparel,Jacket,15,77.67,1165.05,SMB,Online Store,1.0
ORD-00931424,2022-09-15,Region 29,401,Grocery,Milk Powder,19,22.8,433.2,SMB,Wholesale,1.0
ORD-00191585,2022-09-15,Region 17,86,Books,Novel,18,19.25,346.5,Wholesale,Retail,1.0
ORD-00182322,2022-09-15,Region 54,193,Electronics,Laptop,19,548.76,10426.44,SMB,Retail,1.0
ORD-00937397,2022-09-15,Region 23,186,Books,Textbook,6,32.33,193.98,Enterprise,Retail,1.0
ORD-00849150,2022-09-15,Region 11,520,Beauty,Lipstick,2,43.95,87.9,Retail,Online Store,1.0
ORD-00238003,2022-09-16,Region 44,292,Toys,Board Game,5,43.76,218.8,Wholesale,Retail,1.0
ORD-00550670,2022-09-16,Region 32,303,Beauty,Shampoo,5,27.45,137.25,Wholesale,Online Store,1.0
ORD-00245634,2022-09-16,Region 17,552,Sports,Water Bottle,12,72.33,867.96,SMB,Wholesale,1.0
ORD-00510044,2022-09-16,Region 20,597,Home,Blender,2,132.52,265.04,Retail,Wholesale,1.0
ORD-00840890,2022-09-16,Region 03,477,Books,Cookbook,16,25.39,406.24,Enterprise,Retail,1.0
ORD-00127174,2022-09-16,Region 29,534,Beauty,Serum,4,27.07,108.28,Retail,Wholesale,1.0
ORD-00800906,2022-09-16,Region 01,157,Beauty,Shampoo,7,40.49,283.43,Enterprise,Online Store,1.0
ORD-00777845,2022-09-17,Region 34,3,Apparel,T-Shirt,4,81.1,324.4,Enterprise,Retail,1.0
ORD-00540256,2022-09-17,Region 27,185,Grocery,Milk Powder,16,22.93,366.88,Wholesale,Online Store,1.0
ORD-00354331,2022-09-17,Region 05,547,Electronics,Headphones,18,374.17,6735.06,Retail,Retail,1.0
ORD-00045453,2022-09-17,Region 42,455,Grocery,Coffee,5,14.79,73.95,SMB,Wholesale,1.0
ORD-00943122,2022-09-17,Region 36,79,Toys,Puzzle,18,39.9,718.2,Enterprise,Retail,1.0
ORD-00116098,2022-09-18,Region 18,192,Apparel,Sneakers,5,52.86,264.3,Enterprise,Wholesale,1.0
ORD-00485240,2022-09-18,Region 53,4,Beauty,Moisturizer,13,48.75,633.75,Retail,Wholesale,1.0
ORD-00354858,2022-09-18,Region 24,30,Apparel,Jeans,2,68.9,137.8,Enterprise,Retail,1.0
ORD-00782473,2022-09-18,Region 27,195,Apparel,Jacket,7,45.91,321.37,Retail,Wholesale,1.0
ORD-00729725,2022-09-18,Region 40,284,Grocery,Rice,6,14.05,84.3,Retail,Online Store,1.0
ORD-00843783,2022-09-18,Region 17,2,Home,Lamp,12,159.39,1912.68,Wholesale,Online Store,1.0
ORD-00480643,2022-09-19,Region 43,329,Apparel,T-Shirt,14,43.4,607.6,Wholesale,Wholesale,1.0
ORD-00061462,2022-09-19,Region 42,239,Sports,Yoga Mat,11,66.97,736.67,Wholesale,Retail,1.0
ORD-00450173,2022-09-19,Region 29,205,Sports,Dumbbells,12,99.03,1188.36,Enterprise,Retail,1.0
ORD-00196524,2022-09-19,Region 42,157,Home,Curtains,12,128.74,1544.88,Enterprise,Retail,1.0
ORD-00965419,2022-09-19,Region 40,442,Grocery,Coffee,3,17.29,51.87,Retail,Online Store,1.0
ORD-00805252,2022-09-20,Region 53,353,Sports,Yoga Mat,20,88.85,1777.0,Wholesale,Online Store,1.0
ORD-00159796,2022-09-20,Region 12,157,Sports,Dumbbells,13,57.19,743.47,Enterprise,Retail,1.0
ORD-00766609,2022-09-20,Region 08,394,Home,Blender,2,179.73,359.46,Retail,Online Store,1.0
ORD-00645575,2022-09-21,Region 20,572,Electronics,Headphones,1,444.35,444.35,Retail,Wholesale,1.0
ORD-00023951,2022-09-21,Region 16,111,Home,Curtains,9,174.56,1571.04,Enterprise,Online Store,1.0
ORD-00373394,2022-09-21,Region 06,355,Electronics,Laptop,2,663.81,1327.62,Retail,Retail,1.0
ORD-00995278,2022-09-22,Region 28,3,Home,Blender,20,118.49,2369.8,SMB,Online Store,1.0
ORD-00305338,2022-09-22,Region 01,529,Beauty,Shampoo,9,26.53,238.77,Enterprise,Wholesale,1.0
ORD-00484093,2022-09-22,Region 25,339,Grocery,Coffee,10,19.42,194.2,SMB,Wholesale,1.0
ORD-00261121,2022-09-22,Region 36,66,Beauty,Shampoo,15,30.34,455.1,Wholesale,Online Store,1.0
ORD-00096997,2022-09-22,Region 41,566,Electronics,Tablet,11,587.6,6463.6,Retail,Online Store,1.0
ORD-00358615,2022-09-22,Region 53,85,Books,Textbook,1,32.1,32.1,Wholesale,Online Store,1.0
ORD-00271361,2022-09-22,Region 04,362,Toys,Building Blocks,15,49.41,741.15,Wholesale,Retail,1.0
ORD-00850509,2022-09-23,Region 42,552,Apparel,Jeans,7,43.49,304.43,Wholesale,Retail,1.0
ORD-00601688,2022-09-23,Region 45,270,Grocery,Cooking Oil,11,20.18,221.98,SMB,Retail,1.0
ORD-00448575,2022-09-24,Region 19,355,Electronics,Smartphone,1,568.16,568.16,SMB,Retail,1.0
ORD-00864741,2022-09-24,Region 02,368,Toys,Building Blocks,11,44.91,494.01,Retail,Retail,1.0
ORD-00584242,2022-09-24,Region 52,371,Grocery,Milk Powder,6,20.25,121.5,Wholesale,Retail,1.0
ORD-00474836,2022-09-24,Region 54,258,Sports,Water Bottle,15,62.69,940.35,Wholesale,Wholesale,1.0
ORD-00255414,2022-09-24,Region 19,145,Sports,Yoga Mat,9,63.34,570.06,Enterprise,Wholesale,1.0
ORD-00769975,2022-09-24,Region 50,55,Home,Curtains,10,156.23,1562.3,Enterprise,Wholesale,1.0
ORD-00228921,2022-09-24,Region 37,217,Books,Journal,16,21.95,351.2,SMB,Wholesale,1.0
ORD-00038896,2022-09-24,Region 06,471,Beauty,Moisturizer,15,48.19,722.85,SMB,Retail,1.0
ORD-00092660,2022-09-24,Region 53,108,Beauty,Shampoo,16,45.54,728.64,Retail,Wholesale,1.0
ORD-00637366,2022-09-25,Region 50,546,Sports,Water Bottle,1,76.83,76.83,SMB,Retail,1.0
ORD-00990306,2022-09-25,Region 38,440,Toys,Action Figure,8,45.25,362.0,Wholesale,Online Store,1.0
ORD-00871579,2022-09-25,Region 41,462,Grocery,Rice,3,18.23,54.69,Retail,Wholesale,1.0
ORD-00243280,2022-09-25,Region 36,65,Apparel,Jeans,2,42.71,85.42,Wholesale,Online Store,1.0
ORD-00795270,2022-09-26,Region 19,226,Toys,Action Figure,1,34.04,34.04,Enterprise,Wholesale,1.0
ORD-00984541,2022-09-26,Region 26,336,Apparel,Sneakers,10,50.53,505.3,Enterprise,Online Store,1.0
ORD-00165336,2022-09-27,Region 40,478,Books,Journal,11,27.99,307.89,SMB,Wholesale,1.0
ORD-00929680,2022-09-27,Region 11,451,Grocery,Coffee,4,24.94,99.76,SMB,Wholesale,1.0
ORD-00750709,2022-09-27,Region 32,488,Electronics,Tablet,18,671.34,12084.12,SMB,Retail,1.0
ORD-00744705,2022-09-28,Region 55,94,Toys,Building Blocks,15,40.41,606.15,Enterprise,Online Store,1.0
ORD-00234841,2022-09-28,Region 46,444,Apparel,Sneakers,15,45.5,682.5,SMB,Retail,1.0
ORD-00633627,2022-09-28,Region 36,200,Electronics,Laptop,16,563.53,9016.48,Wholesale,Retail,1.0
ORD-00098150,2022-09-28,Region 29,342,Apparel,Jacket,10,74.04,740.4,Enterprise,Retail,1.0
ORD-00471269,2022-09-28,Region 05,310,Apparel,Jacket,6,58.63,351.78,Retail,Online Store,1.0
ORD-00813654,2022-09-28,Region 37,139,Electronics,Tablet,3,683.17,2049.51,Enterprise,Online Store,1.0
ORD-00604923,2022-09-28,Region 44,254,Home,Curtains,15,169.51,2542.65,Retail,Retail,1.0
ORD-00494727,2022-09-29,Region 42,577,Sports,Water Bottle,5,106.57,532.85,Retail,Wholesale,1.0
ORD-00993760,2022-09-29,Region 36,500,Grocery,Cooking Oil,7,15.63,109.41,Enterprise,Online Store,1.0
ORD-00050313,2022-09-29,Region 18,384,Toys,Board Game,3,32.13,96.39,Retail,Retail,1.0
ORD-00172832,2022-09-29,Region 14,223,Beauty,Serum,5,44.83,224.15,Enterprise,Retail,1.0
ORD-00328282,2022-09-29,Region 55,586,Home,Sofa,20,110.85,2217.0,SMB,Retail,1.0
ORD-00127871,2022-09-29,Region 06,217,Apparel,T-Shirt,20,65.34,1306.8,SMB,Online Store,1.0
ORD-00793066,2022-09-30,Region 03,466,Books,Journal,17,24.91,423.47,Enterprise,Retail,1.0
ORD-00333752,2022-09-30,Region 36,80,Toys,Building Blocks,12,33.86,406.32,Retail,Wholesale,1.0
ORD-00370803,2022-09-30,Region 24,188,Beauty,Moisturizer,8,28.12,224.96,Enterprise,Retail,1.0
ORD-00384071,2022-09-30,Region 50,258,Grocery,Coffee,15,16.6,249.0,Wholesale,Retail,1.0
ORD-00048268,2022-09-30,Region 49,400,Electronics,Laptop,7,662.75,4639.25,Wholesale,Online Store,1.0
ORD-00763678,2022-10-01,Region 02,333,Apparel,Sneakers,18,50.62,911.16,Enterprise,Online Store,1.0
ORD-00344691,2022-10-01,Region 42,478,Grocery,Rice,4,18.31,73.24,Wholesale,Wholesale,1.0
ORD-00552691,2022-10-01,Region 50,109,Home,Blender,5,151.05,755.25,Enterprise,Retail,1.0
ORD-00591876,2022-10-01,Region 18,325,Electronics,Tablet,7,414.21,2899.47,Enterprise,Online Store,1.0
ORD-00766791,2022-10-02,Region 25,50,Home,Blender,20,208.35,4167.0,Wholesale,Wholesale,1.0
ORD-00514449,2022-10-02,Region 49,366,Grocery,Rice,11,19.83,218.13,SMB,Online Store,1.0
ORD-00785477,2022-10-02,Region 09,588,Electronics,Tablet,6,621.42,3728.52,Wholesale,Retail,1.0
ORD-00353692,2022-10-02,Region 12,360,Electronics,Smartphone,9,588.24,5294.16,Retail,Retail,1.0
ORD-00638346,2022-10-03,Region 13,571,Grocery,Coffee,18,20.6,370.8,Enterprise,Retail,1.0
ORD-00150098,2022-10-03,Region 15,354,Beauty,Shampoo,12,47.26,567.12,Retail,Retail,1.0
ORD-00727932,2022-10-03,Region 10,594,Home,Blender,2,180.97,361.94,Wholesale,Online Store,1.0
ORD-00476290,2022-10-04,Region 54,584,Electronics,Tablet,6,390.6,2343.6,Wholesale,Wholesale,1.0
ORD-00236213,2022-10-04,Region 07,423,Apparel,Jacket,17,60.94,1035.98,SMB,Retail,1.0
ORD-00047163,2022-10-04,Region 28,530,Books,Novel,4,27.35,109.4,Enterprise,Retail,1.0
ORD-00525170,2022-10-04,Region 13,541,Grocery,Coffee,3,17.43,52.29,SMB,Online Store,1.0
ORD-00009095,2022-10-04,Region 13,334,Home,Blender,16,120.57,1929.12,Wholesale,Wholesale,1.0
ORD-00141574,2022-10-04,Region 07,242,Electronics,Headphones,14,358.33,5016.62,Wholesale,Retail,1.0
ORD-00698334,2022-10-04,Region 26,274,Apparel,Jacket,6,81.15,486.9,Retail,Wholesale,1.0
ORD-00218537,2022-10-05,Region 04,428,Toys,Action Figure,7,30.83,215.81,Wholesale,Retail,1.0
ORD-00732093,2022-10-05,Region 12,255,Electronics,Smartphone,3,352.69,1058.07,Enterprise,Retail,1.0
ORD-00946227,2022-10-05,Region 34,459,Toys,Puzzle,9,43.97,395.73,Retail,Online Store,1.0
ORD-00003221,2022-10-05,Region 39,399,Toys,Action Figure,6,40.66,243.96,Enterprise,Wholesale,1.0
ORD-00988204,2022-10-06,Region 18,303,Grocery,Cooking Oil,11,27.78,305.58,SMB,Online Store,1.0
ORD-00910995,2022-10-06,Region 45,391,Beauty,Serum,19,41.87,795.53,Retail,Retail,1.0
ORD-00964610,2022-10-06,Region 02,80,Apparel,Jeans,9,58.57,527.13,SMB,Wholesale,1.0
ORD-00012973,2022-10-06,Region 25,563,Beauty,Serum,7,34.18,239.26,Enterprise,Wholesale,1.0
ORD-00548740,2022-10-06,Region 19,569,Grocery,Coffee,10,26.29,262.9,SMB,Retail,1.0
ORD-00782153,2022-10-06,Region 16,305,Grocery,Cooking Oil,19,22.02,418.38,Retail,Retail,1.0
ORD-00143887,2022-10-07,Region 37,535,Electronics,Tablet,11,446.88,4915.68,Retail,Wholesale,1.0
ORD-00018206,2022-10-07,Region 35,72,Electronics,Smartphone,14,412.77,5778.78,SMB,Retail,1.0
ORD-00997961,2022-10-08,Region 52,271,Electronics,Tablet,9,550.77,4956.93,Retail,Retail,1.0
ORD-00287821,2022-10-08,Region 52,221,Grocery,Coffee,4,21.71,86.84,Enterprise,Online Store,1.0
ORD-00458903,2022-10-08,Region 30,10,Toys,Building Blocks,17,43.2,734.4,SMB,Wholesale,1.0
ORD-00482345,2022-10-08,Region 48,169,Books,Textbook,18,25.85,465.3,Enterprise,Online Store,1.0
ORD-00674461,2022-10-09,Region 10,62,Electronics,Headphones,10,473.36,4733.6,Enterprise,Wholesale,1.0
ORD-00498264,2022-10-09,Region 23,415,Electronics,Tablet,11,550.89,6059.79,Retail,Online Store,1.0
ORD-00228564,2022-10-09,Region 48,182,Grocery,Cooking Oil,2,21.99,43.98,Wholesale,Wholesale,1.0
ORD-00116592,2022-10-10,Region 49,426,Sports,Treadmill,15,102.56,1538.4,SMB,Online Store,1.0
ORD-00500305,2022-10-10,Region 38,183,Beauty,Moisturizer,19,34.0,646.0,Enterprise,Retail,1.0
ORD-00720248,2022-10-11,Region 22,41,Books,Cookbook,1,31.7,31.7,SMB,Retail,1.0
ORD-00516192,2022-10-11,Region 18,248,Sports,Dumbbells,12,91.32,1095.84,Enterprise,Wholesale,1.0
ORD-00823017,2022-10-11,Region 48,234,Toys,Puzzle,7,50.03,350.21,Retail,Online Store,1.0
ORD-00986799,2022-10-11,Region 28,459,Toys,Building Blocks,18,44.3,797.4,Wholesale,Retail,1.0
ORD-00133717,2022-10-11,Region 51,76,Home,Curtains,8,187.57,1500.56,Retail,Online Store,1.0
ORD-00558498,2022-10-11,Region 55,39,Toys,Puzzle,11,34.2,376.2,Wholesale,Wholesale,1.0
ORD-00489619,2022-10-11,Region 51,376,Books,Textbook,13,32.22,418.86,SMB,Retail,1.0
ORD-00730846,2022-10-12,Region 31,401,Toys,Action Figure,13,49.28,640.64,Retail,Wholesale,1.0
ORD-00315920,2022-10-12,Region 13,516,Home,Sofa,8,109.63,877.04,Retail,Online Store,1.0
ORD-00224591,2022-10-12,Region 06,394,Sports,Yoga Mat,1,93.37,93.37,Wholesale,Online Store,1.0
ORD-00624738,2022-10-12,Region 01,67,Electronics,Laptop,19,483.76,9191.44,SMB,Retail,1.0
ORD-00792090,2022-10-12,Region 42,281,Beauty,Shampoo,10,32.19,321.9,SMB,Retail,1.0
ORD-00581863,2022-10-12,Region 12,296,Home,Curtains,10,162.12,1621.2,Retail,Retail,1.0
ORD-00117423,2022-10-12,Region 53,153,Home,Sofa,13,201.87,2624.31,Retail,Retail,1.0
ORD-00086459,2022-10-12,Region 15,182,Toys,Board Game,8,40.29,322.32,Wholesale,Retail,1.0
ORD-00417694,2022-10-12,Region 49,274,Books,Cookbook,13,33.79,439.27,SMB,Retail,1.0
ORD-00989978,2022-10-13,Region 40,270,Toys,Action Figure,1,32.27,32.27,Enterprise,Online Store,1.0
ORD-00495760,2022-10-13,Region 44,102,Apparel,Jacket,17,69.94,1188.98,Retail,Wholesale,1.0
ORD-00245874,2022-10-13,Region 13,296,Apparel,Jeans,16,75.3,1204.8,SMB,Retail,1.0
ORD-00104850,2022-10-14,Region 31,306,Books,Textbook,3,32.11,96.33,Enterprise,Wholesale,1.0
ORD-00061676,2022-10-14,Region 14,136,Toys,Puzzle,20,50.68,1013.6,Wholesale,Online Store,1.0
ORD-00018042,2022-10-14,Region 22,473,Apparel,T-Shirt,6,42.88,257.28,Retail,Retail,1.0
ORD-00681785,2022-10-14,Region 13,429,Grocery,Coffee,8,23.23,185.84,Retail,Online Store,1.0
ORD-00550033,2022-10-15,Region 31,512,Beauty,Lipstick,7,33.98,237.86,Retail,Wholesale,1.0
ORD-00456328,2022-10-15,Region 38,530,Toys,Board Game,5,41.71,208.55,Wholesale,Online Store,1.0
ORD-00606720,2022-10-15,Region 30,147,Toys,Board Game,1,51.14,51.14,Enterprise,Wholesale,1.0
ORD-00408080,2022-10-16,Region 10,494,Electronics,Smartphone,11,698.15,7679.65,Enterprise,Wholesale,1.0
ORD-00941993,2022-10-16,Region 09,17,Beauty,Moisturizer,6,44.37,266.22,Wholesale,Wholesale,1.0
ORD-00426254,2022-10-16,Region 09,198,Beauty,Lipstick,15,39.61,594.15,Enterprise,Retail,1.0
ORD-00552726,2022-10-17,Region 21,426,Sports,Treadmill,20,61.23,1224.6,Retail,Retail,1.0
ORD-00207100,2022-10-17,Region 23,125,Books,Cookbook,20,29.07,581.4,Retail,Online Store,1.0
ORD-00134847,2022-10-17,Region 52,24,Grocery,Milk Powder,11,26.59,292.49,Retail,Wholesale,1.0
ORD-00755081,2022-10-18,Region 38,76,Books,Novel,6,23.98,143.88,Retail,Wholesale,1.0
ORD-00849466,2022-10-18,Region 41,111,Apparel,Jacket,17,63.07,1072.19,Wholesale,Online Store,1.0
ORD-00257403,2022-10-18,Region 35,320,Sports,Dumbbells,11,80.74,888.14,Wholesale,Online Store,1.0
ORD-00414038,2022-10-18,Region 53,553,Grocery,Rice,8,26.3,210.4,Retail,Retail,1.0
ORD-00066545,2022-10-18,Region 16,123,Home,Curtains,9,205.24,1847.16,Enterprise,Online Store,1.0
ORD-00407207,2022-10-18,Region 31,143,Grocery,Cooking Oil,4,17.24,68.96,Retail,Wholesale,1.0
ORD-00434563,2022-10-19,Region 41,232,Beauty,Shampoo,18,32.2,579.6,SMB,Wholesale,1.0
ORD-00799681,2022-10-19,Region 18,337,Books,Textbook,1,27.26,27.26,Enterprise,Online Store,1.0
ORD-00538453,2022-10-19,Region 13,439,Books,Textbook,10,23.78,237.8,Retail,Retail,1.0
ORD-00693611,2022-10-19,Region 26,523,Books,Journal,20,27.08,541.6,SMB,Wholesale,1.0
ORD-00477820,2022-10-19,Region 21,228,Beauty,Lipstick,14,32.95,461.3,Wholesale,Wholesale,1.0
ORD-00645319,2022-10-19,Region 41,535,Toys,Puzzle,17,43.41,737.97,Wholesale,Online Store,1.0
ORD-00940970,2022-10-20,Region 08,484,Beauty,Shampoo,18,47.94,862.92,Wholesale,Retail,1.0
ORD-00871397,2022-10-20,Region 23,62,Electronics,Laptop,13,399.83,5197.79,SMB,Wholesale,1.0
ORD-00433807,2022-10-20,Region 41,57,Books,Textbook,9,27.54,247.86,Wholesale,Wholesale,1.0
ORD-00089972,2022-10-20,Region 33,246,Beauty,Shampoo,2,31.61,63.22,Wholesale,Retail,1.0
ORD-00662960,2022-10-20,Region 33,384,Beauty,Moisturizer,13,30.06,390.78,SMB,Retail,1.0
ORD-00757272,2022-10-20,Region 55,563,Books,Cookbook,9,24.71,222.39,Retail,Online Store,1.0
ORD-00027963,2022-10-21,Region 03,30,Books,Journal,10,29.24,292.4,Enterprise,Wholesale,1.0
ORD-00514964,2022-10-21,Region 24,80,Electronics,Laptop,6,355.59,2133.54,Retail,Retail,1.0
